0.050	0.000
0.051	0.000
0.052	0.000
0.053	0.000
0.054	0.000
0.055	0.000
0.056	0.000
0.057	0.015
0.058	2.167
0.059	33.711
0.060	89.597
0.061	58.554
0.062	38.213
0.063	29.974
0.064	24.842
0.065	21.267
0.066	18.872
0.067	16.840
0.068	15.109
0.069	13.654
0.070	12.451
0.071	11.450
0.072	10.537
0.073	9.691
0.074	8.911
0.075	8.198
0.076	7.552
0.077	6.972
0.078	6.460
0.079	6.014
0.080	5.636
0.081	5.312
0.082	5.003
0.083	4.704
0.084	4.422
0.085	4.162
0.086	3.931
0.087	3.735
0.088	3.580
0.089	3.472
0.090	3.417
0.091	3.411
0.092	3.423
0.093	3.443
0.094	3.470
0.095	3.500
0.096	3.531
0.097	3.561
0.098	3.587
0.099	3.607
0.100	3.617
0.101	3.612
0.102	3.574
0.103	3.507
0.104	3.417
0.105	3.311
0.106	3.196
0.107	3.078
0.108	2.966
0.109	2.865
0.110	2.783
0.111	2.720
0.112	2.664
0.113	2.610
0.114	2.560
0.115	2.512
0.116	2.467
0.117	2.425
0.118	2.386
0.119	2.350
0.120	2.317
0.121	2.287
0.122	2.260
0.123	2.235
0.124	2.212
0.125	2.190
0.126	2.169
0.127	2.149
0.128	2.129
0.129	2.109
0.130	2.089
0.131	2.067
0.132	2.046
0.133	2.026
0.134	2.006
0.135	1.986
0.136	1.966
0.137	1.948
0.138	1.929
0.139	1.912
0.140	1.895
0.141	1.879
0.142	1.863
0.143	1.848
0.144	1.833
0.145	1.819
0.146	1.806
0.147	1.792
0.148	1.780
0.149	1.767
0.150	1.755
0.151	1.744
0.152	1.733
0.153	1.721
0.154	1.711
0.155	1.700
0.156	1.689
0.157	1.679
0.158	1.668
0.159	1.658
0.160	1.648
0.161	1.638
0.162	1.628
0.163	1.618
0.164	1.608
0.165	1.598
0.166	1.589
0.167	1.579
0.168	1.570
0.169	1.561
0.170	1.552
0.171	1.543
0.172	1.535
0.173	1.526
0.174	1.518
0.175	1.509
0.176	1.501
0.177	1.493
0.178	1.485
0.179	1.477
0.180	1.469
0.181	1.460
0.182	1.450
0.183	1.441
0.184	1.431
0.185	1.422
0.186	1.413
0.187	1.404
0.188	1.395
0.189	1.386
0.190	1.378
0.191	1.369
0.192	1.361
0.193	1.353
0.194	1.345
0.195	1.337
0.196	1.329
0.197	1.321
0.198	1.314
0.199	1.306
0.200	1.299
0.201	1.291
0.202	1.284
0.203	1.277
0.204	1.270
0.205	1.263
0.206	1.256
0.207	1.249
0.208	1.242
0.209	1.236
0.210	1.229
0.211	1.223
0.212	1.216
0.213	1.210
0.214	1.203
0.215	1.197
0.216	1.191
0.217	1.184
0.218	1.178
0.219	1.172
0.220	1.166
0.221	1.160
0.222	1.154
0.223	1.148
0.224	1.142
0.225	1.137
0.226	1.131
0.227	1.125
0.228	1.120
0.229	1.114
0.230	1.108
0.231	1.103
0.232	1.098
0.233	1.092
0.234	1.087
0.235	1.082
0.236	1.077
0.237	1.072
0.238	1.067
0.239	1.062
0.240	1.057
0.241	1.052
0.242	1.048
0.243	1.043
0.244	1.038
0.245	1.034
0.246	1.029
0.247	1.025
0.248	1.020
0.249	1.016
0.250	1.011
0.251	1.007
0.252	1.003
0.253	0.998
0.254	0.994
0.255	0.990
0.256	0.986
0.257	0.982
0.258	0.978
0.259	0.974
0.260	0.970
0.261	0.966
0.262	0.962
0.263	0.958
0.264	0.954
0.265	0.951
0.266	0.947
0.267	0.943
0.268	0.939
0.269	0.936
0.270	0.932
0.271	0.928
0.272	0.925
0.273	0.921
0.274	0.918
0.275	0.914
0.276	0.911
0.277	0.907
0.278	0.904
0.279	0.900
0.280	0.897
0.281	0.894
0.282	0.890
0.283	0.887
0.284	0.884
0.285	0.880
0.286	0.877
0.287	0.874
0.288	0.871
0.289	0.868
0.290	0.865
0.291	0.861
0.292	0.858
0.293	0.855
0.294	0.852
0.295	0.849
0.296	0.846
0.297	0.843
0.298	0.840
0.299	0.838
0.300	0.835
0.301	0.832
0.302	0.829
0.303	0.826
0.304	0.823
0.305	0.821
0.306	0.818
0.307	0.815
0.308	0.812
0.309	0.810
0.310	0.807
0.311	0.804
0.312	0.802
0.313	0.799
0.314	0.797
0.315	0.794
0.316	0.791
0.317	0.789
0.318	0.786
0.319	0.784
0.320	0.781
0.321	0.779
0.322	0.776
0.323	0.774
0.324	0.771
0.325	0.769
0.326	0.766
0.327	0.764
0.328	0.761
0.329	0.759
0.330	0.756
0.331	0.754
0.332	0.752
0.333	0.749
0.334	0.747
0.335	0.745
0.336	0.742
0.337	0.740
0.338	0.737
0.339	0.735
0.340	0.733
0.341	0.731
0.342	0.728
0.343	0.726
0.344	0.724
0.345	0.721
0.346	0.719
0.347	0.717
0.348	0.715
0.349	0.713
0.350	0.710
0.351	0.708
0.352	0.706
0.353	0.704
0.354	0.702
0.355	0.700
0.356	0.698
0.357	0.696
0.358	0.694
0.359	0.692
0.360	0.690
0.361	0.688
0.362	0.686
0.363	0.684
0.364	0.682
0.365	0.680
0.366	0.678
0.367	0.676
0.368	0.674
0.369	0.672
0.370	0.670
0.371	0.668
0.372	0.666
0.373	0.664
0.374	0.663
0.375	0.661
0.376	0.659
0.377	0.657
0.378	0.655
0.379	0.654
0.380	0.652
